"Hope College Schedule of Classes"
""
"HOPE COURSE SCHEDULE"
"These are the search criteria you submitted :"
"Term: Spring 2011"
"Subj:   MUS "
"Crse Numb: %"
"Days: Any"
"Time: 0000-2359"
"Status: ANY"
"Attribute: ANY"
""
"SPRING 2011 (201101)"
"Status","Title","Subject","Course Number","Section Number","CRN","Cred","Attr","Meeting Days/Times","","","","","","","","Location","Capacity","Actual","Remainder","WaitList","Instructor","Date","Weeks"
"CLOSED","Piano Class, Beginning","MUS","190","03","11392",2,FA2," ","T"," ","R"," "," "," ","1200-1250","NYKERK 102",14,16,-2,0,"Kolean, Lora L.",01/11-04/29,16
"CLOSED","Piano Class, Beginning","MUS","190","04","11302",2,FA2," ","T"," ","R"," "," "," ","1300-1350","NYKERK 102",14,14,0,0,"VanderPloeg, Sally A.",01/11-04/29,16
"COMPLETED","Voice Class, Beginning","MUS","192","01","11366",2,FA2," ","T"," ","R"," "," "," ","0930-1020","NYKERK 101",12,10,2,0,"Pilon, Sherri L.",01/11-04/29,16
"CLOSED","Small Group Voice","MUS","195","01","10105",2,FA2," ","T"," ","R"," "," "," ","1200-1250","NYKERK 101",4,4,0,0,"Pilon, Sherri L.",01/11-04/29,16
"CLOSED","Small Group Voice","MUS","195","02","10984",2,FA2,"M"," ","W"," "," "," "," ","1300-1350","NYKERK 101",4,4,0,0,"Pilon, Sherri L.",01/11-04/29,16
"PERMISSION","Small Group Voice","MUS","195","03","10985",2,FA2," ","T"," ","R"," "," "," ","1300-1350","NYKERK 101",4,2,2,0,"Pilon, Sherri L.",01/11-04/29,16
"CLOSED","Small Group Voice","MUS","195","04","11172",2,FA2,"TBA","","","","","","","","TBA",4,4,0,0,"Kim, JungWoo",01/11-04/29,16
"COMPLETED","Beginning Keyboard Skills","MUS","198","01","11375",1,"","M"," ","W"," ","F"," "," ","0830-0920","NYKERK 102",14,6,8,0,"Strouf, Linda K.",01/11-04/29,16
"COMPLETED","Beginning Keyboard Skills","MUS","198","02","11303",1,"","M"," ","W"," ","F"," "," ","0930-1020","NYKERK 102",14,9,5,0,"Strouf, Linda K.",01/11-04/29,16
"COMPLETED","Eurhythmics I","MUS","201","01","11383",.5,"","TBA","","","","","","","","TBA",5,0,5,0,"Aschbrenner, Charles",01/11-04/29,16
"CLOSED","Eurhythmics II","MUS","202","01","11304",.5,""," "," "," "," ","F"," "," ","1100-1150","NYKERK 116",20,21,-1,0,"Aschbrenner, Charles",01/11-04/29,16
"COMPLETED","Theory IV","MUS","212","01","10106",4,"","M"," ","W"," ","F"," "," ","0930-1020","NYKERK 101",15,13,2,0,"Hodson, Robert D.",01/11-04/29,16
"COMPLETED","Aural Skills IV","MUS","214","01","10107",1,"","M"," ","W"," ","F"," "," ","0830-0920","NYKERK 116",15,10,5,0,"Wolfe, Jennifer A.",01/11-04/29,16
"COMPLETED","Aural Skills IV","MUS","214","02","10895",1,"","M"," ","W"," ","F"," "," ","1100-1150","NYKERK 116",15,6,9,0,"Wolfe, Jennifer A.",01/11-04/29,16
"CLOSED","Audio for Video: Internship","MUS","295","01","11650",2,"","TBA","","","","","","","","TBA",1,1,0,0,"Erskine, John K.",01/11-04/29,16
"COMPLETED","Intermediate Keyboard Skills","MUS","298","01","11305",1,"","M"," ","W"," "," "," "," ","1300-1350","NYKERK 102",14,10,4,0,"Clark, Adam L.",01/11-04/29,16
"COMPLETED","Music Literature Before 1700","MUS","321","01","10896",4,"","M"," ","W"," ","F"," "," ","1100-1150","NYKERK 100",30,13,17,0,"Randel, Julia",01/11-04/29,16
"COMPLETED","Piano Pedagogy II","MUS","330","01","11454",1,"","TBA","","","","","","","","TBA",10,3,7,0,"Clark, Adam L.",01/11-04/29,16
"COMPLETED","Instrum of Band & Orchestra II","MUS","338","01","11455",1,"","M"," ","W"," "," "," "," ","1400-1450","NYKERK 116",10,9,1,0,"Southard, Robert G.",01/11-04/29,16
"COMPLETED","Brass Methods","MUS","339","01","11456",1,""," ","T"," ","R"," "," "," ","0830-0920","NYKERK 124",10,8,2,0,"Peterson, Erich M.",01/11-04/29,16
"COMPLETED","Woodwind Methods II","MUS","340","01","11457",1,""," ","T"," ","R"," "," "," ","0930-1020","NYKERK 124",10,6,4,0,"Sooy, Julie A.",01/11-04/29,16
"CANCELLED","Diction for Singers I(Italian)","MUS","347","01X","10108",1,"","TBA","","","","","","","","TBA",20,0,20,0,"Staff",01/11-04/29,16
"COMPLETED","Voice Pedagogy","MUS","352","01","11458",2,""," ","T"," ","R"," "," "," ","1500-1550","NYKERK 100",10,4,6,0,"Kim, JungWoo",01/11-04/29,16
"CLOSED","Literature & Pedagogy","MUS","353","01","11636",3,"","TBA","","","","","","","","TBA",1,1,0,0,"Puccini, Dorival",01/11-04/29,16
"COMPLETED","Advanced Choral Conducting","MUS","355","01","10711",2,""," ","T"," ","R"," "," "," ","1400-1450","NYKERK 116",12,4,8,0,"Richmond, Brad W.",01/11-04/29,16
"COMPLETED","Adv Instrumental Conducting","MUS","356","01","10897",2,"","TBA","","","","","","","","TBA",12,4,8,0,"Southard, Robert G.",01/11-04/29,16
"COMPLETED","Jazz Theory & Improvisation II","MUS","362","01","10898",3,"","TBA","","","","","","","","TBA",10,1,9,0,"Talaga, Stephen C.",01/11-04/29,16
"COMPLETED","Secondary Choral Methods","MUS","376","01","11187",4,""," ","T"," ","R"," "," "," ","1200-1320","NYKERK 100",10,4,6,0,"Hornbach, Christina M.",01/11-04/29,16
"COMPLETED","Keyboard Skills IV:Piano/Organ","MUS","398","01","11363",1,"","M"," ","W"," "," "," "," ","1400-1450","NYKERK 102",12,1,11,0,"Le, Andrew C.",01/11-04/29,16
"COMPLETED","Keyboard Skills II for Organ","MUS","398","02","11364",1,"","TBA","","","","","","","","TBA",12,2,10,0,"Crowell, Gregory F.",01/11-04/29,16
"PERMISSION","Independent Study","MUS","490","01","10725","  1-4","","TBA","","","","","","","","TBA",10,1,9,0,"Randel, Julia",01/11-04/29,16
"PERMISSION","Music Internship","MUS","499","01","11264","  1-4","","TBA","","","","","","","","TBA",2,1,1,0,"Erskine, John K.",01/11-04/29,16
